sport,property,client,num_events,total_uniques
Soccer,Super League (Greece),FDJ,29,3712.0
Soccer,Primera División (Argentina),Polla Chilena,19,3708.0
Soccer,FNL (Russia),RETAretail,216,3707.0
Tennis,Fed Cup Women National_team,Parimatch,9,3705.0
Tennis,WTA 1000 Qualifiers,Betcity,61,3704.0
Volleyball,Bundesliga Volleyball Women,Pocasport,49,3700.0
Basketball,VTB League,Optibet,123,3699.0
Soccer,Victoria NPL2 (Australia),Vivarobet,14,3698.0
Soccer,Western NPL (Australia),Panbet,79,3695.0
Soccer,Copa Sudamericana,Wwin,156,3695.0
Volleyball,CEV Volleyball European Championships Women,Crystal Bet,37,3695.0
Soccer,Taça da Liga (Portugal),Betfirst,20,3695.0
Soccer,Victoria NPL2 (Australia),Danske Spil,8,3683.0
Basketball,FIBA Olympic Qualifiers,Betcris,31,3681.0
Soccer,Veikkausliiga (Finland),Adjarabet,148,3678.0
Soccer,ECL Qualifiers,Comeon,82,3676.0
Soccer,Arabian Gulf League (United Arab Emirates),Volcano Montenegro,145,3674.0
Basketball,FIBA - Eurobasket Qualifiers,Super Bet,35,3673.0
Basketball,FIBA Women's Asia Cup,BetBoom,18,3672.0
Soccer,Victoria NPL Women (Australia),Olimp,31,3672.0
Soccer,Thai Premier League (Thailand),RETAretail,224,3671.0
Handball,Handbollsligan (Swedish Handball),Unibet,43,3665.0
Soccer,Asian Internationals,Veikkaus,30,3664.0
Soccer,Primera División (Argentina),Supersport,26,3661.0
Soccer,South American Internationals,Volcano Montenegro,50,3660.0
Basketball,FIBA Afrobasket,Novibet,61,3659.0
Soccer,Capital NPL (Australia),Bilyoner,28,3659.0
Soccer,Copa Libertadores,Sportsbet Australia,70,3657.0
Soccer,First League (Bulgaria),Panbet,59,3656.0
Soccer,Coppa Italia (Italy),Veikkaus,24,3654.0
Darts,PDC Darts - European Championship,Unibet,6,3652.0
Basketball,FIBA Europe Cup,SNAI,83,3652.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Betsson,12,3637.0
Soccer,Serie B (Brazil) ,Offsidebet,9,3637.0
Basketball,Liga Nacional de Básquet (Argentina),Aspen,40,3636.0
Soccer,National B Championship (Argentina),Warobet,46,3626.0
Soccer,Friendly,Doradobet,17,3623.0
Soccer,UEFA Champions League Qualifiers,Bet Juego,34,3621.0
Handball,EHF European Cup Men,Betsson,139,3621.0
Soccer,J-League Cup (Japan),Vivarobet,22,3619.0
Basketball,FIBA AmeriCup,Betsson,13,3613.0
Basketball,FIBA Women's Asia Cup,BetCris,9,3612.0
Soccer,J-League Cup (Japan),William Hill,22,3612.0
Soccer,Asian Internationals,Tabcorp,43,3610.0
Soccer,Copa Sudamericana,Norsk Tipping,14,3610.0
Soccer,National B Championship (Argentina),Opap,118,3607.0
Soccer,Super Liga (Slovakia),Fan Duel,104,3607.0
Soccer,Queensland NPL (Australia),BetCris,155,3606.0
Basketball,FIBA Women's AmeriCup,Hungarian Lottery,20,3603.0
Ice Hockey,Kontinental Hockey League,Placard,670,3602.0
Basketball,BBL Cup,Tipsport,58,3594.0
Soccer,Serie A (Italy),Placard,43,3587.0
Soccer,Cup (Sweden),Super Bet,39,3580.0
Basketball,FIBA EuroBasket Women,Totobet,37,3576.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,SNAI,32,3569.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Fortuna,16,3564.0
Tennis,WTA 500,Opap,231,3562.0
Basketball,FIBA Olympic Qualifiers,Nike,34,3558.0
Basketball,NBL,RETAretail,174,3556.0
Soccer,European Internationals,Wwin,59,3555.0
Ice Hockey,Kontinental Hockey League,Volcano Montenegro,724,3552.0
Soccer,UEFA Champions League Qualifiers,Europebet,35,3551.0
Basketball,Basketligan (Sweden),Nike,171,3549.0
Soccer,UEFA Europa League Qualifiers,Betfirst,11,3547.0
Soccer,Cup (Belgium),Paddy Power,15,3546.0
Tennis,Wimbledon Qualifiers (England),Wwin,61,3538.0
Basketball,KBL (South Korea),William Hill,125,3536.0
Basketball,Basketball Champions League,Hattrick,129,3534.0
Basketball,FIBA EuroCup Women,Netherlands Lottery,111,3534.0
Basketball,FIBA - Eurobasket Qualifiers,Danske Spil,35,3533.0
Soccer,A Lyga (Lithuania),Doradobet,90,3532.0
Soccer,Asian Internationals,Play Do It,31,3531.0
Basketball,Basketball Super League (Turkey),Codere,101,3527.0
Soccer,Victoria NPL2 (Australia),Betsson,13,3526.0
Basketball,FIBA Womens AfroBasket,Supersport,27,3526.0
Soccer,Ykkonen (Finland),SNAI,39,3525.0
Soccer,Serie B (Brazil) ,RETAretail,411,3514.0
Soccer,Cup (Belgium),Offsidebet,14,3514.0
Soccer,Cup (Belgium),Nike,14,3512.0
Soccer,Cup (Chile),Super Bet,32,3510.0
Tennis,WTA 1000,Tonybet,131,3504.0
Soccer,Meistriliiga (Estonia),Bet Warrior,169,3502.0
Basketball,NBL,Comeon,162,3501.0
Basketball,FIBA Olympic Qualifiers,Danske Spil,26,3496.0
Ice Hockey,SHL (Sweden),Optibet,414,3492.0
Soccer,New South Wales NPL U20 (Australia),Nike,92,3490.0
Tennis,WTA 1000,Loterie Romande,98,3488.0
Tennis,WTA 125 Qualifiers,Mozzart,29,3487.0
Cricket,Cricket Ireland International T20,Sportsbet Australia,7,3482.0
Soccer,Victoria NPL (Australia),Baltbet,125,3479.0
Soccer,Copa Sudamericana,Opap,155,3472.0
Soccer,League Cup (United Arab Emirates),Nike,39,3472.0
Basketball,FIBA Womens AfroBasket,Bwin,28,3470.0
Handball,EHF Handball European Championships Women,Parimatch,38,3467.0
Soccer,1. SNL (Slovenia),Opap,192,3466.0
Basketball,FIBA Asia Cup,Betfair,25,3464.0
Soccer,1. Division (Norway),Doradobet,69,3464.0
Basketball,WNBL (New Zealand),Tipsport,7,3463.0
Soccer,Serie A (Brazil),Tabcorp,101,3459.0
Basketball,NBL (New Zealand),BetCris,63,3457.0
Soccer,Cup (Russia),Hungarian Lottery,14,3456.0
Ice Hockey,Kontinental Hockey League,TopBet,150,3454.0
Volleyball,CEV Volleyball European Championships Men,Nike,38,3452.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,BetBoom,12,3449.0
Soccer,Taça da Liga (Portugal),Warobet,20,3442.0
Handball,EHF Handball European Championships Women,Hungarian Lottery,35,3439.0
Soccer,1. Lig (Turkey),William Hill,2,3434.0
Volleyball,CEV Volleyball European Championships Women,Nike,40,3427.0
Soccer,Liga MX (Mexico),Sportsbet Australia,45,3424.0
Darts,UK Open,Ladbrokes,6,3422.0
Soccer,Erovnuli Liga (Georgia),Opap,187,3419.0
Basketball,FIBA - Eurobasket Qualifiers,Wplay,35,3414.0
Soccer,UEFA Champions League Qualifiers,Bet Warrior,36,3413.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Olimp,11,3411.0
Soccer,Erovnuli Liga (Georgia),Baltbet,186,3400.0
Soccer,J-League Cup (Japan),Tuttur,18,3399.0
Basketball,VTB League,Danske Spil,52,3398.0
Soccer,J1 League (Japan),TopBet,50,3395.0
Basketball,Basketligaen (Denmark),Pocasport,26,3391.0
Handball,IHF Olympic Qualifiers Women (World),Betclic,11,3390.0
Soccer,Coppa Italia (Italy),Coral,22,3390.0
Soccer,Meistriliiga (Estonia),Fan Duel,114,3389.0
Soccer,Cup (Chile),Totobet,25,3383.0
Basketball,British Basketball League,Hungarian Lottery,22,3381.0
Basketball,FIBA Euroleague Women,Codere,115,3379.0
Soccer,New South Wales NPL Women (Australia),Crystal Bet,35,3377.0
Soccer,South American Internationals,Comeon,40,3377.0
Handball,Handbollsligan (Swedish Handball),Hungarian Lottery,37,3372.0
Soccer,Veikkausliiga (Finland),Baltbet,158,3372.0
Soccer,Primeira Liga (Portugal),Tabcorp,183,3372.0
Soccer,National B Championship (Argentina),Winamax,87,3370.0
Basketball,FIBA EuroCup Women,Betcity,107,3370.0
Soccer,Copa Sudamericana,Tabcorp,90,3369.0
Soccer,Primera División (Chile),Tabcorp,123,3363.0
Tennis,WTA 1000,Placard,234,3361.0
Soccer,UEFA Champions League Qualifiers,Bet Shop,39,3359.0
Soccer,Copa Argentina (Argentina),Vivarobet,36,3356.0
Soccer,Copa Libertadores,Bet Shop,141,3356.0
Soccer,Copa Libertadores,Norsk Tipping,18,3352.0
Soccer,Ligue 2 (France),RETAretail,285,3349.0
Handball,EHF Women Champions League,Bwin,131,3348.0
Soccer,1. SNL (Slovenia),Betsul,86,3347.0
Tennis,WTA 125 Qualifiers,SNAI,33,3346.0
Soccer,Úrvalsdeild (Iceland),Opap,122,3344.0
Soccer,Primera División (Chile),Bet9ja,206,3339.0
Volleyball,Bundesliga Volleyball,Hungarian Lottery,19,3339.0
Soccer,Cup (Sweden),Vivarobet,40,3339.0
Soccer,Cup (Sweden),SNAI,39,3336.0
Tennis,WTA 1000,Tabcorp,49,3332.0
Soccer,Cup (Sweden),Totobet,40,3331.0
Soccer,Cup (Finland) ,Betsson,18,3330.0
Soccer,Copa Aguila (Colombia),Nesine,1,3328.0
Soccer,Tasmania NPL (Australia),Betfair,16,3328.0
Soccer,Arabian Gulf League (United Arab Emirates),Bet Warrior,131,3327.0
Soccer,Liga MX (Mexico),Tabcorp,77,3327.0
Basketball,Basketball Champions League Americas,Mozzart,32,3325.0
Basketball,FIBA Asia Cup,Mozzart,19,3325.0
Tennis,WTA 500,Supermatch,159,3325.0
Cricket,Cricket New Zealand Super Smash Women,TAB NZ,26,3321.0
Volleyball,Bundesliga Volleyball,Unibet,43,3310.0
Basketball,FIBA Euroleague Women,Tonybet,109,3303.0
Soccer,Copa Sudamericana,Nike,161,3303.0
Soccer,J3 League (Japan),Novibet,197,3303.0
Basketball,British Basketball League,Super Bet,176,3299.0
Tennis,WTA 1000 Qualifiers,Betfirst,61,3292.0
Basketball,VTB League,Hattrick,100,3290.0
Soccer,South Australia NPL Women (Australia),Ladbrokes,62,3289.0
Handball,EHF Women Champions League,Norsk Tipping,42,3285.0
Tennis,WTA 125 Qualifiers,Dafabet,34,3277.0
Snooker,Champion of Champions Snooker,Pocasport,12,3271.0
Beach Volleyball,European Beach Volleyball Championship and Masters (Volleyball),Tipsport,10,3269.0
Basketball,IBL (Indonesia),Baltbet,107,3269.0
Soccer,UEFA Europa League Qualifiers,Nike,12,3268.0
Tennis,WTA 250 Qualifiers,Sazka,138,3267.0
Soccer,Cup (Chile),Betfirst,35,3266.0
Snooker,Champion of Champions Snooker,Aspen,11,3262.0
Soccer,Victoria NPL (Australia),Tabcorp,81,3260.0
Soccer,Super Liga (Slovakia),Novibet,192,3259.0
Soccer,Copa Aguila (Colombia),Sporty Bet,5,3257.0
Soccer,ECL Qualifiers,Sazka,82,3257.0
Basketball,Basketball Champions League Americas,Sts,43,3254.0
Volleyball,Bundesliga Volleyball,Sts,61,3250.0
Basketball,NBL,Bet Shop,168,3249.0
Handball,EHF Handball European Championships Men,Bwin,68,3247.0
Tennis,WTA 1000 Qualifiers,Betsson,16,3246.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Wwin,32,3246.0
Handball,EHF Handball European Championships Women,Sts,38,3244.0
Soccer,Tasmania NPL (Australia),SNAI,71,3243.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,BetCris,26,3241.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,188Bet,12,3236.0
Tennis,WTA 500,Volcano Montenegro,116,3233.0
Basketball,FIBA - Eurobasket Qualifiers,Nike,35,3231.0
Soccer,Cup (Finland) ,Olimp,22,3231.0
Basketball,Basketball Champions League,Baltbet,200,3229.0
Basketball,FIBA Women's Asia Cup,Betcity,20,3228.0
Soccer,FA Cup (Thailand),Winline,4,3227.0
Soccer,Cup (Sweden),Veikkaus,39,3223.0
Basketball,FIBA EuroCup Women,Totobet,111,3221.0
Soccer,European Internationals,Bet Warrior,76,3217.0
Darts,Premier League Darts,Fonbet,9,3214.0
Soccer,Tasmania NPL (Australia),Ladbrokes,84,3212.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Tonybet,32,3210.0
Soccer,Erovnuli Liga (Georgia),RETAretail,181,3209.0
Soccer,Asian Internationals,Paddy Power,48,3205.0
Soccer,First Division A (Belgium),TopBet,45,3203.0
Tennis,Wimbledon Qualifiers (England),Codere,61,3197.0
Basketball,Basketball Champions League Americas,William Hill,38,3196.0
Soccer,A Lyga (Lithuania),Coral,159,3193.0
Basketball,FIBA - Eurobasket Qualifiers,Eurobet,33,3190.0
Basketball,FIBA EuroBasket Women,Offsidebet,37,3190.0
Basketball,FIBA Womens AfroBasket,Mozzart,27,3190.0
Soccer,Thai Premier League (Thailand),Opap,218,3190.0
Soccer,Western NPL U20 (Australia),Super Bet,105,3184.0
Soccer,FNL (Russia),Bet Warrior,153,3182.0
Tennis,WTA 250,Live Score,54,3174.0
Soccer,Primera División (Chile),Sportsbet Australia,99,3171.0
Soccer,Primera División (Peru),Warobet,49,3162.0
Soccer,Indian Super League (India),Opap,72,3162.0
Basketball,FIBA - Eurobasket Qualifiers,Veikkaus,33,3162.0
Soccer,Victoria NPL (Australia),Sportsbet Australia,73,3160.0
Soccer,J-League Cup (Japan),Novibet,22,3158.0
Soccer,Primera B (Colombia),Olimp,11,3158.0
Basketball,FIBA Asia Cup,TAB NZ,32,3157.0
Volleyball,CEV Volleyball European Championships Men,Super Bet,38,3156.0
Darts,PDC Darts - Other,Fonbet,6,3155.0
Snooker,Champion of Champions Snooker,William Hill,11,3153.0
Soccer,Meistriliiga (Estonia),Panbet,76,3151.0
Soccer,Cup (Paraguay),Bet Warrior,52,3150.0
Soccer,Coppa Italia (Italy),Warobet,20,3147.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Super Bet,31,3146.0
Basketball,FIBA EuroCup Women,Nike,112,3134.0
Soccer,ECL Qualifiers,Wwin,68,3133.0
Tennis,WTA 500,Placard,231,3126.0
Soccer,South Australia NPL (Australia),Panbet,60,3123.0
Soccer,Northern NSW NPL (Australia),Ladbrokes,78,3122.0
Volleyball,CEV Volleyball European Championships Men,Wwin,38,3118.0
Soccer,Thai League 2 (Thailand),Mozzart,66,3114.0
Handball,EHF Handball European Championships Men,Wwin,72,3113.0
Soccer,Western NPL (Australia),Coral,126,3106.0
Cricket,Cricket West Indies - International T20,Betfair,3,3098.0
Soccer,New South Wales NPL (Australia),Coral,97,3096.0
Basketball,FIBA Basketball World Cup Qualifiers - Asia,Betplay,10,3089.0
Soccer,Cup (Sweden),Ligastavok,40,3089.0
Soccer,Taça da Liga (Portugal),Nike,20,3087.0
Basketball,British Basketball League,Panbet,146,3087.0
Handball,EHF Women Champions League,Betclic,59,3086.0
Soccer,Copa Bicentenario (Peru),Olimp,15,3085.0
Basketball,FIBA EuroBasket Women,Wplay,38,3085.0
Soccer,Primera División (Peru),Baltbet,213,3082.0
Soccer,Capital NPL (Australia),SNAI,44,3081.0
Basketball,Basketball Champions League Americas,Fortuna,43,3080.0
Soccer,Copa Libertadores,Volcano Montenegro,154,3079.0
Soccer,UEFA Europa League Qualifiers,Codere,12,3074.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Hungarian Lottery,32,3073.0
Volleyball,Bundesliga Volleyball Women,Bwin,68,3072.0
Tennis,WTA 500 Qualifiers,Codere,67,3070.0
Basketball,FIBA Womens AfroBasket,Sts,26,3065.0
Soccer,Primera División (Argentina),Adjarabet,164,3065.0
Basketball,FIBA Women's Asia Cup,Bwin,18,3064.0
Tennis,WTA 250 Qualifiers,Kladionica,97,3054.0
Soccer,Primera División (Chile),Tonybet,293,3053.0
Soccer,South American Internationals,Goldbet,41,3050.0
Tennis,WTA 125K Series,Doradobet,21,3042.0
Soccer,South American Internationals,Bet9ja,40,3041.0
Soccer,UEFA Champions League Qualifiers,Wwin,28,3037.0
Soccer,ECL Qualifiers,Bet Shop,79,3028.0
Soccer,DFB Pokal (Germany),Goldbet,63,3024.0
Soccer,Veikkausliiga (Finland),Panbet,59,3023.0
Soccer,DFB Pokal (Germany),Codere,13,3023.0
Basketball,FIBA Asia Cup,Totobet,32,3022.0
Tennis,WTA 250,Bet Juego,306,3020.0
Basketball,FIBA Women's Asia Cup,Supersport,19,3019.0
Soccer,European Internationals,Sazka,73,3017.0
Soccer,Primera División (Argentina),Baltbet,201,3015.0
Soccer,ECL Qualifiers,Dafabet,81,3014.0
Soccer,Segunda B Playoffs (Spain),Nesine,2,3014.0
Soccer,Liga MX (Mexico),Wwin,166,3001.0
Basketball,FIBA Women's AmeriCup,William Hill,23,2997.0
Soccer,UEFA Champions League Qualifiers,Baltbet,39,2996.0
Soccer,Erovnuli Liga (Georgia),Betsul,61,2995.0
Basketball,FIBA Olympic Qualifiers,Eurobet,30,2994.0
Basketball,FIBA - Eurobasket Qualifiers,Wwin,35,2993.0
Pool,World Cup of Pool,Fonbet,12,2993.0
Basketball,NBL (New Zealand),Betclic,15,2992.0
Basketball,British Basketball League,E Topaz,146,2991.0
Basketball,Basketball Super League (Turkey),Tabcorp,122,2988.0
Soccer,FNL (Russia),Hattrick,112,2983.0
Soccer,League Cup (United Arab Emirates),Unibet,25,2980.0
Soccer,First Division A (Belgium),Placard,117,2980.0
Basketball,Basketball Super League (Turkey),Coral,250,2980.0
Soccer,Thai Premier League (Thailand),Dafabet,227,2978.0
Basketball,A1 Liga (Croatia),Crystal Bet,59,2978.0
Volleyball,Bundesliga Volleyball,Bwin,66,2976.0
Tennis,WTA 1000 Qualifiers,BetCris,50,2974.0
Handball,EHF Champions League,Betsson,141,2970.0
Volleyball,CEV Volleyball European Championships Women,Totobet,37,2969.0
Soccer,Victoria NPL U20 (Australia),Opap,122,2969.0
Soccer,Indian Super League (India),SISAL,19,2968.0
Snooker,Championship League Snooker,Bet Warrior,72,2967.0
Basketball,FIBA Women's AmeriCup,Sts,25,2964.0
Basketball,FIBA Europe Cup,Wplay,67,2962.0
Darts,PDC Darts - Grand Prix,Fonbet,7,2961.0
Soccer,Segunda División (Spain),Doxxbet,145,2960.0
Soccer,CONMEBOL Recopa,Winline,2,2959.0
Basketball,NBL,Europebet,135,2958.0
Soccer,Coppa Italia (Italy),188Bet,8,2958.0
Pool,US Open Pool,Fonbet,11,2956.0
Basketball,Basketligan (Sweden),SNAI,156,2956.0
Soccer,Segunda División (Spain),Betcity,34,2947.0
Handball,EHF Champions League,Hattrick,86,2944.0
Volleyball,CEV Volleyball European Championships Women,Super Bet,40,2944.0
Soccer,European Internationals,Comeon,47,2944.0
Darts,PDC Darts World Championship,Napoleonbet,22,2940.0
Basketball,Basketligaen (Denmark),Lottomatica,12,2940.0
Soccer,J2 League (Japan),Warobet,190,2939.0
Snooker,Championship League Snooker,Nike,78,2939.0
Tennis,WTA 1000 Qualifiers,Baltbet,61,2938.0
Soccer,J1 League (Japan),Betonalfa,344,2937.0
Handball,Handbollsligan (Swedish Handball),Pocasport,70,2936.0
Basketball,FIBA Basketball World Cup Qualifiers - Asia,Fortuna,10,2934.0
Basketball,FIBA Europe Cup,Totobet,71,2932.0
Tennis,WTA 1000 Qualifiers,Betcris,50,2931.0
Handball,EHF European Cup Women,Fonbet,20,2929.0
Basketball,Basketball Champions League Americas,Hungarian Lottery,24,2929.0
Soccer,Cup (Belgium),Coral,10,2926.0
Soccer,New South Wales NPL2 (Australia),Winline,2,2925.0
Soccer,Asian Internationals,Opap,52,2924.0
Basketball,FIBA Europe Cup,Betfair,54,2923.0
Tennis,WTA 125 Qualifiers,Caliente,35,2923.0
Volleyball,CEV Volleyball European Championships Men,Novibet,38,2923.0
Basketball,FIBA EuroBasket Women,Betcris,38,2921.0
Soccer,CONMEBOL Recopa,Betclic,2,2920.0
Soccer,Queensland NPL (Australia),RETAretail,171,2920.0
Soccer,European Internationals,Volcano Montenegro,62,2919.0
Soccer,Liga MX (Mexico),SNAI,20,2918.0
Soccer,Copa Libertadores,Hattrick,94,2916.0
Tennis,Fed Cup Women National_team,Panbet,16,2915.0
Basketball,FIBA Womens AfroBasket,Ligastavok,28,2914.0
Basketball,Basketball Champions League,Supermatch,186,2914.0
Soccer,J2 League (Japan),RETAretail,234,2912.0
Soccer,1. SNL (Slovenia),Warobet,143,2912.0
Basketball,Basketball Super League (Turkey),Supermatch,205,2910.0
Soccer,European Internationals,Hattrick,21,2903.0
Soccer,Serie A (Brazil),Live Score,155,2902.0
Tennis,WTA 125K Series,Supermatch,129,2898.0
Basketball,FIBA Basketball World Cup Qualifiers - Asia,Caliente,10,2897.0
Soccer,New South Wales NPL Women (Australia),Nike,46,2896.0
Tennis,WTA 500,Nesine,13,2895.0
Soccer,New South Wales NPL Women (Australia),Betsson,13,2893.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Kladionica,32,2888.0
Soccer,1. Division (Norway),Baltbet,220,2885.0
Soccer,South Australia NPL Women (Australia),Novibet,61,2884.0
Soccer,J-League Cup (Japan),Bet Portugal,16,2882.0
Soccer,Divizia Nationala (Moldova),Hungarian Lottery,12,2881.0
Tennis,WTA 1000 Qualifiers,Novibet,61,2880.0
Basketball,Basketligaen (Denmark),Betplay,25,2877.0
Basketball,Basketball Champions League,Sazka,196,2877.0
Tennis,WTA 125 Qualifiers,Vivarobet,31,2876.0
Basketball,Basketball Champions League Americas,Aspen,25,2863.0
Soccer,Cup (Paraguay),Nike,54,2860.0
Soccer,A Lyga (Lithuania),Baltbet,191,2859.0
Soccer,Victoria NPL (Australia),Paddy Power,69,2857.0
Soccer,Veikkausliiga (Finland),Warobet,130,2857.0
Soccer,Northern NSW NPL (Australia),Panbet,58,2856.0
Tennis,WTA 125 Qualifiers,Super Bet,33,2848.0
Basketball,Liga Nacional de Básquet (Argentina),Ligastavok,71,2847.0
Tennis,WTA 1000 Qualifiers,Bet Portugal,50,2847.0
Soccer,Segunda B Playoffs (Spain),Pocasport,4,2845.0
Darts,Premier League Darts,Sts,9,2837.0
Soccer,First Division A (Belgium),Supermatch,296,2837.0
Soccer,Primera B (Colombia),Offsidebet,9,2832.0
Basketball,Basketball Champions League,Olybet,64,2827.0
Basketball,FIBA EuroBasket Women,Norsk Tipping,35,2827.0
Soccer,J-League Cup (Japan),Crystal Bet,18,2827.0
Soccer,Primera División (Chile),Sun Tech,266,2826.0
Handball,EHF Women Champions League,Ligastavok,135,2820.0
Snooker,Championship League Snooker,Winamax,47,2814.0
Soccer,Cup (Finland) ,Tipsport,19,2812.0
Soccer,Capital NPL (Australia),Super Bet,45,2803.0
Basketball,FIBA EuroBasket Women,Novibet,38,2800.0
Volleyball,Bundesliga Volleyball Women,Unibet,36,2799.0
Tennis,WTA 250,Betsul,270,2795.0
Basketball,FIBA EuroBasket Women,Codere,38,2794.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Totobet,32,2793.0
Basketball,FIBA Womens AfroBasket,William Hill,28,2789.0
Basketball,British Basketball League,Eurobet,168,2788.0
Tennis,Wimbledon,Placard,126,2786.0
Soccer,ECL Qualifiers,Europebet,74,2784.0
Basketball,NBL,Doradobet,170,2784.0
Beach Volleyball,European Beach Volleyball Championship and Masters (Volleyball),Winline,6,2781.0
Tennis,WTA 125K Series,Parimatch,37,2779.0
Soccer,Liga MX (Mexico),Placard,165,2776.0
Basketball,British Basketball League,Betcris,140,2771.0
Soccer,Taça da Liga (Portugal),Codere,19,2770.0
Ice Hockey,IIHF World Championships,E Topaz,64,2767.0
Soccer,Erovnuli Liga (Georgia),Doradobet,68,2766.0
Tennis,Davis Cup Men National_team,Bwin,23,2764.0
Handball,EHF European Cup Women,Sts,57,2763.0
Soccer,Veikkausliiga (Finland),Volcano Montenegro,143,2762.0
Basketball,FIBA Euroleague Women,Eurobet,114,2762.0
Soccer,International Friendly,Caliente,9,2761.0
Soccer,Primera A (Colombia),Nike,41,2761.0
Soccer,Primera División (Chile),Comeon,49,2756.0
Soccer,International Friendly,Super Bet,9,2755.0
Soccer,Cup (Iceland),Ligastavok,15,2755.0
Soccer,UEFA Champions League Qualifiers,Warobet,39,2752.0
Soccer,FNL (Russia),Opap,214,2749.0
Soccer,First Division B (Belgium),Opap,107,2749.0
Basketball,Basketball Super League (Turkey),Comeon,189,2748.0
Soccer,Super League (Greece),BetCris,23,2747.0
Tennis,Wimbledon Qualifiers (England),Betcris,59,2746.0
Soccer,Copa Bicentenario (Peru),Ligastavok,15,2745.0
Soccer,New South Wales NPL U20 (Australia),Super Bet,61,2744.0
Soccer,New South Wales NPL Women (Australia),Sts,43,2738.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Bwin,15,2736.0
Basketball,FIBA Women's Asia Cup,William Hill,19,2735.0
Handball,EHF European Cup Men,Ligastavok,162,2735.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Nike,32,2731.0
Soccer,1. Lig (Turkey),Tabcorp,154,2728.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Betfair,16,2728.0
Tennis,Fed Cup Women National_team,Mozzart,20,2727.0
Darts,PDC Darts World Championship,Supersport,4,2725.0
Soccer,LFPB (Bolivia),Ligastavok,25,2725.0
Ice Hockey,Champions Hockey League (Ice Hockey),Bet Warrior,115,2723.0
Soccer,FA Cup (Thailand),Pocasport,8,2723.0
Basketball,FIBA Europe Cup,Betcity,86,2723.0
Volleyball,Bundesliga Volleyball,Vivarobet,71,2722.0
Soccer,Cup (Finland) ,Bwin,19,2721.0
Tennis,Wimbledon Qualifiers (England),Wplay,58,2720.0
Soccer,Indian Super League (India),Warobet,44,2719.0
Soccer,South American Internationals,E Topaz,10,2718.0
Tennis,WTA 500,Tabcorp,37,2717.0
Basketball,VTB League,Bet Shop,124,2715.0
Soccer,ECL Qualifiers,Warobet,78,2714.0
Soccer,Cup (Iceland),Totobet,16,2713.0
Basketball,FIBA - Eurobasket Qualifiers,Totobet,35,2713.0
Basketball,FIBA Europe Cup,Netherlands Lottery,69,2711.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Ligastavok,16,2710.0
Field Hockey ,EHL,Bet365 Inform,8,2709.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Sporty Bet,12,2709.0
Basketball,FIBA - Eurobasket Qualifiers,Kladionica,32,2708.0
Basketball,Basketball Super League (Turkey),Bet Portugal,64,2704.0
Soccer,Copa Sudamericana,Goldbet,139,2703.0
Handball,EHF Handball European Championships Men,Danske Spil,47,2703.0
Ice Hockey,SHL (Sweden),Caliente,335,2698.0
Soccer,Copa Sudamericana,Ladbrokes,144,2695.0
Basketball,British Basketball League,Novibet,172,2695.0
Soccer,First Division B (Belgium),Bet Warrior,82,2693.0
Handball,EHF European Cup Men,FDJ,71,2689.0
Basketball,Liga Nacional de Básquet (Argentina),Betplay,8,2689.0
Soccer,Cup (Iceland),Caliente,8,2686.0
Soccer,Northern NSW NPL (Australia),SNAI,65,2685.0
Soccer,Northern NSW NPL (Australia),Novibet,62,2683.0
Soccer,International Friendly,Novibet,21,2679.0
Volleyball,Bundesliga Volleyball,Winline,9,2679.0
Snooker,Championship League Snooker,Sportsbet Australia,30,2674.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Supersport,16,2673.0
Basketball,Basketball Champions League,RETAretail,185,2669.0
Basketball,VTB League,Doradobet,114,2668.0
Basketball,FIBA Afrobasket,Kladionica,31,2663.0
Tennis,WTA 125K Series,Volcano Montenegro,144,2663.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Betplay,11,2660.0
Handball,EHF European Cup Men,Parimatch,76,2659.0
Basketball,FIBA EuroCup Women,Wplay,103,2659.0
Handball,EHF European Cup Women,Supersport,57,2655.0
Basketball,FIBA - Eurobasket Qualifiers,BetCris,24,2653.0
Soccer,New South Wales NPL U20 (Australia),Panbet,90,2645.0
Basketball,FIBA Europe Cup,Tonybet,83,2642.0
Basketball,A1 Liga (Croatia),Nike,116,2642.0
