sport,property,client,num_events,total_uniques
Soccer,UEFA Champions League Qualifiers,Bilyoner,41,300743.0
Soccer,Erovnuli Liga (Georgia),Fonbet,197,300128.0
Soccer,Serie A (Italy),Sts,189,300078.0
Cricket,Cricket New Zealand Ford Trophy ,Bet365 Inform,19,299615.0
Soccer,1. Lig (Turkey),Sporty Bet,306,297583.0
Basketball,VTB League,Bet365 Inform,144,297537.0
Soccer,Western NPL (Australia),Bet365 Inform,135,292888.0
Ice Hockey,IIHF World Championships,Olimp,64,291746.0
Soccer,Süper Lig (Turkey),Supersport,459,290984.0
Basketball,FIBA Afrobasket,Nesine,35,290949.0
Volleyball,CEV Volleyball European Championships Men,Fonbet,38,290638.0
Soccer,Victoria NPL (Australia),Winline,122,290622.0
Tennis,WTA 125K Series,Olimp,188,290613.0
Tennis,WTA 250,FDJ,320,289655.0
Soccer,Primera División (Spain),SISAL,397,289650.0
Soccer,Segunda División (Spain),Caliente,483,285723.0
Soccer,Arabian Gulf League (United Arab Emirates),Bilyoner,172,285351.0
Basketball,Basketball Super League (Turkey),Pocasport,262,282612.0
Soccer,Segunda División (Spain),188Bet,490,281991.0
Soccer,Süper Lig (Turkey),E Topaz,279,281210.0
Soccer,Primera División (Argentina),Winline,187,280912.0
Soccer,Super League (Greece),Bet365 Inform,29,279460.0
Ice Hockey,IIHF World Championships,Veikkaus,64,278559.0
Soccer,Asian Internationals,Fonbet,65,277251.0
Soccer,Veikkausliiga (Finland),Aspen,164,276894.0
Soccer,Division Profesional (Paraguay),Betfair,178,276765.0
Soccer,Copa Libertadores,Fonbet,159,276262.0
Soccer,ECL Qualifiers,Bilyoner,78,274592.0
Soccer,Thai Premier League (Thailand),Fonbet,245,273678.0
Soccer,Primeira Liga (Portugal),SNAI,346,272907.0
Soccer,Ligue 1 (France),Paddy Power,405,272878.0
Basketball,Basketball Champions League,Fonbet,199,272747.0
Soccer,Süper Lig (Turkey),Mozzart,458,271280.0
Soccer,1. Division (Norway),Pocasport,241,270822.0
Ice Hockey,Kontinental Hockey League,Veikkaus,756,270561.0
Soccer,Division Profesional (Paraguay),Pocasport,181,270524.0
Soccer,1. SNL (Slovenia),Fonbet,199,270422.0
Soccer,Queensland NPL (Australia),Fonbet,178,270066.0
Soccer,FNL (Russia),Olimp,248,269995.0
Basketball,Basketball Super League (Turkey),Misli,107,269505.0
Tennis,WTA 1000,Pocasport,259,269431.0
Soccer,FNL (Russia),Nesine,131,269154.0
Soccer,Primeira Liga (Portugal),Crystal Bet,347,268399.0
Ice Hockey,Champions Hockey League (Ice Hockey),Tipsport,119,268193.0
Soccer,Veikkausliiga (Finland),Betclic,155,266396.0
Ice Hockey,Kontinental Hockey League,Lottomatica,550,265390.0
Soccer,European Internationals,Nesine,26,265119.0
Soccer,ECL Qualifiers,Winline,81,263812.0
Tennis,WTA 250,Hungarian Lottery,376,263105.0
Soccer,First Division A (Belgium),Sts,347,262547.0
Soccer,J1 League (Japan),Olimp,381,261500.0
Basketball,Basketball Super League (Turkey),Winamax,261,261214.0
Basketball,Basketball Super League (Turkey),Betclic,218,260921.0
Soccer,Primeira Liga (Portugal),Tuttur,338,260397.0
Soccer,Serie B (Italy),Danske Spil,409,259862.0
Soccer,Primera División (Peru),Pocasport,215,258992.0
Soccer,Copa Libertadores,Sporty Bet,159,258758.0
Soccer,Ykkonen (Finland),Bet365 Inform,48,258559.0
Soccer,Ligue 1 (France),Mozzart,404,258543.0
Soccer,ECL Qualifiers,Pocasport,84,256893.0
Soccer,Serie A (Italy),Totobet,189,256831.0
Soccer,Primera División (Chile),188Bet,354,256744.0
Soccer,Primera División (Spain),Hungarian Lottery,404,256273.0
Soccer,Serie A (Brazil),Tipsport,482,256129.0
Soccer,South American Internationals,Bilyoner,49,255766.0
Soccer,Segunda División (Spain),Tipsport,490,252281.0
Soccer,Ligue 1 (France),Totobet,403,252032.0
Soccer,Ligue 1 (France),Ladbrokes,406,251842.0
Soccer,Copa Sudamericana,Caliente,162,251051.0
Soccer,Arabian Gulf League (United Arab Emirates),Fonbet,182,250433.0
Soccer,Asian Internationals,188Bet,57,250304.0
Soccer,Ligue 1 (France),Novibet,406,249093.0
Soccer,Serie B (Italy),Olimp,406,248477.0
Soccer,Erovnuli Liga (Georgia),Pocasport,197,248269.0
Soccer,Primera División (Spain),Nike,407,245929.0
Soccer,Primera División (Spain),Coral,406,245690.0
Soccer,First Division A (Belgium),Danske Spil,347,245254.0
Cricket,Cricket West Indies - International T20,Dafabet,17,244573.0
Soccer,DFB Pokal (Germany),Unibet,65,244457.0
Soccer,Division Profesional (Paraguay),Fonbet,180,244186.0
Tennis,WTA 250,Betplay,426,243438.0
Soccer,A Lyga (Lithuania),Fonbet,193,243374.0
Soccer,J-League Cup (Japan),Nesine,19,243124.0
Soccer,Süper Lig (Turkey),Betsson,455,243123.0
Basketball,FIBA Asia Cup,Bet365 Inform,33,241633.0
Volleyball,CEV Volleyball European Championships Women,Fonbet,40,241119.0
Tennis,Wimbledon,Parimatch,130,239211.0
Soccer,First Division A (Belgium),Aspen,349,238459.0
Soccer,Segunda División (Spain),Aspen,490,238356.0
Soccer,Erovnuli Liga (Georgia),Winline,197,237206.0
Soccer,Primera División (Spain),E Topaz,235,237015.0
Soccer,Serie A (Italy),Paddy Power,189,236789.0
Soccer,UEFA Champions League Qualifiers,Olimp,41,236307.0
Soccer,Northern NSW NPL (Australia),Bet365 Inform,79,235739.0
Soccer,Primera División (Chile),Aspen,351,234805.0
Soccer,Primeira Liga (Portugal),Ligastavok,348,234617.0
Soccer,UEFA Champions League Qualifiers,Sporty Bet,41,233374.0
Soccer,Veikkausliiga (Finland),188Bet,164,233099.0
Soccer,European Internationals,Sporty Bet,74,233082.0
Soccer,Süper Lig (Turkey),Caliente,456,232454.0
Soccer,Cup (Sweden),Bet365 Inform,39,231873.0
Soccer,Ligue 1 (France),Eurobet,399,231781.0
Soccer,J1 League (Japan),Tipsport,362,230952.0
Soccer,Serie B (Italy),Betfair,408,230200.0
Soccer,Úrvalsdeild (Iceland),Winline,126,229194.0
Soccer,European Internationals,Winline,70,228789.0
Soccer,Tasmania NPL (Australia),Bet365 Inform,84,227898.0
Soccer,Primeira Liga (Portugal),Mozzart,344,226909.0
Tennis,WTA 250 Qualifiers,Fonbet,137,226607.0
Basketball,FIBA Afrobasket,Bet365 Inform,62,226459.0
Soccer,Segunda División (Spain),Super Bet,490,226114.0
Soccer,Primera División (Spain),Play Do It,323,225812.0
Soccer,Asian Internationals,Winline,61,225757.0
Soccer,Primera División (Argentina),Betsson,196,225513.0
Soccer,Liga MX (Mexico),Aspen,167,225256.0
Soccer,Capital NPL (Australia),Bet365 Inform,66,225246.0
Soccer,DFB Pokal (Germany),Olimp,65,225141.0
Soccer,European Internationals,Betclic,68,224539.0
Soccer,Süper Lig (Turkey),Novibet,451,224335.0
Soccer,Serie B (Italy),Betsson,409,224095.0
Soccer,Super Liga (Slovakia),Nesine,126,223175.0
Soccer,Serie B (Italy),Bwin,409,222382.0
Basketball,Basketball Super League (Turkey),Winline,262,221972.0
Soccer,Division Profesional (Paraguay),Bwin,181,221856.0
Soccer,Queensland NPL (Australia),Pocasport,181,221440.0
Soccer,Primera División (Spain),Norsk Tipping,178,220511.0
Tennis,WTA 1000,Super Bet,252,219289.0
Soccer,Erovnuli Liga (Georgia),Betclic,156,219262.0
Tennis,WTA 250,Bwin,419,218153.0
Soccer,LFPB (Bolivia),Betplay,207,218085.0
Soccer,LFPB (Bolivia),Winline,235,218026.0
Soccer,First Division A (Belgium),188Bet,351,217368.0
Soccer,Cup (Russia),Bet365 Inform,15,216793.0
Soccer,Primera División (Spain),Betfirst,407,216193.0
Soccer,Copa Libertadores,Winamax,145,216125.0
Tennis,WTA 500,Pocasport,277,215620.0
Soccer,Primeira Liga (Portugal),Supersport,347,214824.0
Basketball,NBL,Betclic,108,214566.0
Tennis,WTA 1000,BetBoom,233,213432.0
Soccer,Queensland NPL (Australia),Nesine,65,213144.0
Soccer,Ettan (Sweden),Bet365 Inform,99,213072.0
Soccer,Coppa Italia (Italy),Fonbet,24,212774.0
Soccer,National B Championship (Argentina),Pocasport,123,212419.0
Soccer,Ligue 2 (France),Betfair,403,212016.0
Soccer,Division Profesional (Paraguay),Winamax,180,211982.0
Soccer,Primera División (Peru),Nesine,125,210725.0
Soccer,Serie A (Italy),Mozzart,189,210709.0
Soccer,Süper Lig (Turkey),Parimatch,239,210149.0
Soccer,Thai Premier League (Thailand),Winline,234,209630.0
Soccer,Eliteserien (Norway),Winline,241,209577.0
Basketball,NBL,Unibet,190,209369.0
Soccer,Serie A (Italy),Offsidebet,189,209065.0
Soccer,UEFA Europa League Qualifiers,Fonbet,12,208673.0
Soccer,Eliteserien (Norway),Winamax,240,208341.0
Ice Hockey,IIHF World Championships,Fortuna,64,208180.0
Cricket,Cricket West Indies - International ODI,Bet365 Inform,6,208052.0
Tennis,WTA 125K Series,Tipsport,190,207587.0
Tennis,Wimbledon Qualifiers (England),Bet365 Inform,61,207010.0
Soccer,Serie A (Italy),Novibet,189,206736.0
Ice Hockey,IIHF World Championships,Bet365 Inform,64,206469.0
Tennis,WTA 1000,Betfair,259,206306.0
Soccer,Primera División (Peru),Winline,214,204826.0
Soccer,Serie A (Brazil),Danske Spil,469,204819.0
Tennis,WTA 250,Betfair,435,204759.0
Soccer,South American Internationals,Winamax,50,204170.0
Ice Hockey,IIHF World Championships,Parimatch,64,202890.0
Soccer,South Australia NPL Women (Australia),Bet365 Inform,64,202258.0
Soccer,ECL Qualifiers,Betclic,71,201885.0
Cricket,Cricket New Zealand International T20,Dafabet,11,200227.0
Soccer,Serie A (Brazil),Bet Portugal,325,200051.0
Soccer,First Division A (Belgium),Tuttur,345,199769.0
Soccer,South Australia NPL (Australia),Winline,133,199364.0
Soccer,Coppa Italia (Italy),Winline,24,199029.0
Cricket,Cricket South Africa - International T20,Bet365 Inform,4,198934.0
Soccer,Süper Lig (Turkey),Ligastavok,458,198597.0
Soccer,Copa Sudamericana,Pocasport,162,196861.0
Soccer,Friendly,Aspen,103,195667.0
Soccer,Ligue 1 (France),Bet Portugal,296,195641.0
Soccer,South American Internationals,Unibet,50,195575.0
Cricket,Cricket West Indies - International ODI Women,Bet365 Inform,9,195469.0
Soccer,Ligue 1 (France),SISAL,400,195230.0
Soccer,UEFA Champions League Qualifiers,Betfair,41,195114.0
Soccer,J1 League (Japan),Betsson,380,195024.0
Soccer,Division Profesional (Paraguay),Winline,182,195007.0
Soccer,Primeira Liga (Portugal),Ladbrokes,348,194784.0
Soccer,Serie A (Brazil),William Hill,373,193989.0
Tennis,WTA 1000,Betplay,254,192466.0
Soccer,Copa Sudamericana,Fonbet,159,192166.0
Soccer,Primeira Liga (Portugal),Vivarobet,348,191592.0
Ice Hockey,IIHF World Championships,Ligastavok,64,191132.0
Tennis,WTA 250,Supersport,427,189957.0
Soccer,ECL Qualifiers,Sporty Bet,83,189948.0
Soccer,Copa Sudamericana,Sporty Bet,160,188593.0
Soccer,Arabian Gulf League (United Arab Emirates),Winline,185,188545.0
Basketball,FIBA - Eurobasket Qualifiers,Bilyoner,35,188542.0
Soccer,Segunda División (Spain),Sts,489,187312.0
Cricket,Cricket South Africa - International ODI,Bet365 Inform,4,186856.0
Soccer,Primeira Liga (Portugal),Paddy Power,348,186526.0
Soccer,Primeira Liga (Portugal),FDJ,343,185751.0
Basketball,Basketball Champions League,Winamax,196,185335.0
Soccer,European Internationals,Pocasport,76,184280.0
Soccer,Copa Libertadores,188Bet,160,184268.0
Soccer,Veikkausliiga (Finland),Pocasport,155,184167.0
Soccer,First Division A (Belgium),Betplay,299,184121.0
Soccer,Úrvalsdeild (Iceland),Nesine,84,183823.0
Soccer,Segunda División (Spain),Tuttur,478,183738.0
Soccer,LFPB (Bolivia),Betsson,226,183587.0
Soccer,Division Profesional (Paraguay),Sporty Bet,178,183584.0
Soccer,Division Profesional (Paraguay),Caliente,182,183467.0
Soccer,Süper Lig (Turkey),SNAI,456,183305.0
Soccer,Serie A (Italy),FDJ,189,182969.0
Soccer,J3 League (Japan),Fonbet,209,182947.0
Soccer,J1 League (Japan),Danske Spil,379,182776.0
Tennis,Wimbledon,Super Bet,131,182716.0
Soccer,J1 League (Japan),Caliente,381,182287.0
Soccer,Friendly,Pocasport,115,181984.0
Soccer,Süper Lig (Turkey),FDJ,448,181903.0
Soccer,Division Profesional (Paraguay),Nesine,81,181815.0
Soccer,Primera División (Argentina),William Hill,198,181704.0
Tennis,WTA 500,Super Bet,269,181238.0
Tennis,WTA 1000,FDJ,194,180871.0
Cricket,Cricket Ireland International ODI,Bet365 Inform,6,180784.0
Soccer,Primera División (Spain),Adjarabet,356,180727.0
Cricket,Cricket Ireland International T20,Bet365 Inform,8,179523.0
Soccer,LFPB (Bolivia),Caliente,230,179326.0
Soccer,1. Division (Norway),Fonbet,242,178365.0
Tennis,WTA 250,Ligastavok,435,178178.0
Soccer,European Internationals,Bilyoner,67,178118.0
Soccer,Division Profesional (Paraguay),Betsson,180,178091.0
Cricket,Cricket West Indies - International Test,Dafabet,21,177762.0
Soccer,Victoria NPL (Australia),Nesine,75,177482.0
Soccer,South Australia NPL (Australia),Fonbet,137,175583.0
Soccer,South American Internationals,188Bet,50,175379.0
Ice Hockey,SHL (Sweden),Bet365 Inform,431,175234.0
Soccer,Eliteserien (Norway),Betfair,240,174923.0
Cricket,Cricket New Zealand Super Smash Women,Bet365 Inform,27,174551.0
Soccer,Ligue 1 (France),Hungarian Lottery,395,174164.0
Soccer,Liga MX (Mexico),Pocasport,167,173951.0
Soccer,Segunda División (Spain),Vivarobet,487,173898.0
Tennis,WTA 500,BetBoom,163,173733.0
Soccer,First Division A (Belgium),Crystal Bet,332,173728.0
Handball,EHF Champions League,Bet365 Inform,144,173530.0
Soccer,Primeira Liga (Portugal),Novibet,346,173248.0
Basketball,Basketball Champions League,Winline,199,172950.0
Soccer,First Division A (Belgium),Caliente,349,172789.0
Soccer,Serie A (Brazil),Super Bet,477,172689.0
Basketball,VTB League,Bilyoner,144,172430.0
Soccer,Primera División (Argentina),Betclic,159,172295.0
Soccer,Serie A (Italy),Ladbrokes,188,172176.0
Soccer,Meistriliiga (Estonia),Pocasport,166,171779.0
Soccer,Serie B (Brazil) ,Unibet,438,171098.0
Soccer,Primera División (Chile),Olimp,354,171045.0
Tennis,WTA 1000,Bwin,251,168593.0
Tennis,WTA 1000 Qualifiers,Fonbet,61,168262.0
Soccer,Primera División (Argentina),Fonbet,199,168241.0
Tennis,WTA 250,SNAI,413,167928.0
Soccer,Ligue 2 (France),Danske Spil,402,167342.0
Soccer,1. SNL (Slovenia),Betclic,155,166911.0
Tennis,WTA 250,Fan Duel,350,166180.0
Soccer,Victoria NPL U20 (Australia),Winline,121,166087.0
Basketball,Basketball Champions League,Betclic,162,165495.0
Soccer,Serie B (Brazil) ,Betfair,376,165239.0
Soccer,Serie A (Italy),Norsk Tipping,189,165195.0
Soccer,Ligue 2 (France),Misli,401,165106.0
Soccer,ECL Qualifiers,Betfair,80,165075.0
Tennis,Wimbledon,Supersport,132,164707.0
Soccer,Copa Libertadores,Unibet,160,164284.0
Soccer,Serie A (Brazil),Doradobet,208,164128.0
Basketball,NBL,Pocasport,190,163640.0
Soccer,First Division A (Belgium),Parimatch,220,163624.0
Basketball,NBL,Olimp,189,163430.0
Cricket,Cricket South Africa - Provincial 1-Day,Bet365 Inform,12,163363.0
Basketball,FIBA Euroleague Women,Nesine,26,162547.0
Soccer,Serie B (Italy),Super Bet,406,162509.0
Soccer,Serie A (Italy),Doradobet,172,162296.0
Soccer,Indian Super League (India),Winline,72,162241.0
Basketball,VTB League,Pocasport,145,161057.0
Soccer,Süper Lig (Turkey),Hungarian Lottery,396,160699.0
Soccer,Primera División (Chile),William Hill,352,160152.0
Soccer,Primera División (Chile),Tipsport,346,160070.0
Soccer,J1 League (Japan),Bwin,378,159856.0
Soccer,South Australia NPL (Australia),Nesine,52,159825.0
Soccer,Úrvalsdeild (Iceland),Pocasport,126,159672.0
Soccer,Segunda División (Spain),Misli,233,159488.0
Tennis,WTA 250,Sts,428,159347.0
Soccer,Super Liga (Slovakia),Fonbet,202,159050.0
Darts,PDC Darts - European Championship,Bet365 Inform,6,158397.0
Cricket,Cricket New Zealand Ford Trophy ,Dafabet,18,158144.0
Soccer,Eliteserien (Norway),Unibet,241,158048.0
Soccer,Copa Sudamericana,Winline,159,157900.0
Soccer,Süper Lig (Turkey),Vivarobet,456,157879.0
Soccer,LFPB (Bolivia),Bwin,224,157530.0
Tennis,WTA 1000,Sts,249,157452.0
Soccer,New South Wales NPL (Australia),Winline,99,156912.0
Soccer,Primeira Liga (Portugal),Totobet,348,156584.0
Soccer,Friendly,Winline,74,156174.0
Soccer,UEFA Champions League Qualifiers,Unibet,42,156169.0
Soccer,Süper Lig (Turkey),Eurobet,448,155893.0
Soccer,Ligue 2 (France),Betsson,399,155768.0
Soccer,Primeira Liga (Portugal),Eurobet,331,155567.0
Soccer,Ligue 2 (France),Unibet,403,155287.0
Soccer,Primera División (Argentina),188Bet,201,155122.0
Soccer,Ligue 1 (France),Betfirst,405,154821.0
Soccer,UEFA Champions League Qualifiers,Betclic,36,154574.0
Soccer,Ligue 1 (France),Offsidebet,372,154495.0
Soccer,National B Championship (Argentina),Betplay,122,154231.0
Soccer,Veikkausliiga (Finland),Winline,164,154206.0
Ice Hockey,Kontinental Hockey League,Danske Spil,806,154195.0
Soccer,Western NPL (Australia),Winline,124,153934.0
Darts,PDC Darts - Players Championship,Bet365 Inform,24,153800.0
Soccer,Primera División (Argentina),Offsidebet,199,153491.0
Soccer,Eliteserien (Norway),Betsson,240,152657.0
Soccer,Coppa Italia (Italy),Pocasport,24,152645.0
Tennis,WTA 125K Series,BetBoom,180,152621.0
Soccer,1. SNL (Slovenia),Pocasport,199,152593.0
Soccer,South Australia NPL (Australia),Pocasport,137,152351.0
Soccer,Liga MX (Mexico),Sporty Bet,160,152318.0
Soccer,1. SNL (Slovenia),Winline,200,151986.0
Soccer,Victoria NPL (Australia),Aspen,125,151501.0
Soccer,Meistriliiga (Estonia),Fonbet,174,151477.0
Soccer,Friendly,Sporty Bet,75,150903.0
Soccer,Serie A (Italy),Betcity,188,150888.0
Soccer,UEFA Champions League Qualifiers,Aspen,41,150844.0
Soccer,UEFA Champions League Qualifiers,Parimatch,41,150716.0
Basketball,NBL,188Bet,191,150571.0
Soccer,National B Championship (Argentina),Winline,122,150000.0
Cricket,Cricket South Africa - International Test,Bet365 Inform,7,149921.0
Soccer,FNL (Russia),Ligastavok,250,149452.0
Soccer,Serie B (Italy),Tipsport,409,149377.0
Ice Hockey,Kontinental Hockey League,Norsk Tipping,500,148856.0
Tennis,Wimbledon,Betfair,132,148746.0
Soccer,Primera División (Argentina),Sporty Bet,201,148739.0
Tennis,WTA 500,Betfair,279,148206.0
Soccer,Primera División (Chile),Offsidebet,346,147879.0
Soccer,First Division A (Belgium),SNAI,349,147742.0
Soccer,Coppa Italia (Italy),Sporty Bet,24,147633.0
Soccer,A Lyga (Lithuania),Nesine,68,147482.0
Soccer,UEFA Champions League Qualifiers,Tipsport,37,147241.0
Soccer,J3 League (Japan),Winline,198,146964.0
Basketball,FIBA Europe Cup,Nesine,8,146446.0
Soccer,Süper Lig (Turkey),188Bet,459,146238.0
Soccer,Primera División (Spain),Codere,407,145346.0
Soccer,Indian Super League (India),Pocasport,72,144680.0
Soccer,J1 League (Japan),Hungarian Lottery,372,144606.0
Tennis,WTA 250,Dafabet,430,144227.0
Tennis,WTA 250,William Hill,386,144134.0
Soccer,Erovnuli Liga (Georgia),Winamax,182,143846.0
Soccer,Segunda División (Spain),Totobet,488,143509.0
Basketball,Basketball Champions League,Misli,186,142860.0
Soccer,Ligue 1 (France),Coral,403,142835.0
Tennis,Fed Cup Women National_team,Bet365 Inform,27,142813.0
Basketball,Basketball Super League (Turkey),Unibet,261,142793.0
Soccer,Liga MX (Mexico),Winamax,164,142387.0
Soccer,Eliteserien (Norway),Tipsport,241,142295.0
Soccer,South American Internationals,Olimp,50,142017.0
Soccer,Süper Lig (Turkey),Totobet,455,141666.0
Soccer,A Lyga (Lithuania),Betclic,129,141651.0
Tennis,WTA 500,FDJ,172,141096.0
Basketball,NBL,Bilyoner,167,140747.0
Soccer,Super League (Greece),Nesine,10,140412.0
Soccer,Serie B (Brazil) ,Olimp,322,139981.0
Soccer,Ligue 2 (France),Tipsport,401,139927.0
Soccer,Asian Internationals,Aspen,57,139799.0
Tennis,WTA 125K Series,Unibet,186,139775.0
Soccer,1. SNL (Slovenia),Bilyoner,182,139463.0
Soccer,Primera División (Spain),Veikkaus,407,139354.0
Basketball,FIBA Olympic Qualifiers,Fonbet,34,139177.0
Soccer,Primeira Liga (Portugal),Offsidebet,339,138954.0
Soccer,Ligue 2 (France),Bwin,402,138746.0
Soccer,South American Internationals,Aspen,50,138606.0
Tennis,Wimbledon,Betplay,132,138487.0
Soccer,Copa Sudamericana,Betclic,142,138280.0
Soccer,Ligue 1 (France),E Topaz,236,138149.0
Soccer,A Lyga (Lithuania),Winline,183,137455.0
Tennis,WTA 1000,Supersport,253,137334.0
Tennis,WTA 1000,SNAI,253,136979.0
Tennis,WTA 250 Qualifiers,Tipsport,138,136960.0
Soccer,Cup (Sweden),Nesine,38,136792.0
Soccer,J1 League (Japan),Misli,189,136749.0
Tennis,WTA 500 Qualifiers,Fonbet,72,136604.0
Ice Hockey,Kontinental Hockey League,Supersport,833,136439.0
Darts,PDC Darts World Championship,Tipsport,36,136100.0
Tennis,Wimbledon Qualifiers (England),Betclic,59,135855.0
Soccer,Úrvalsdeild (Iceland),Betclic,107,135396.0
Ice Hockey,Kontinental Hockey League,Panbet,307,135280.0
Soccer,Division Profesional (Paraguay),Wplay,121,135146.0
Soccer,Ligue 1 (France),Nike,406,134872.0
Soccer,Serie B (Brazil) ,Tipsport,438,134786.0
Soccer,UEFA Champions League Qualifiers,Winamax,38,134760.0
Soccer,Divizia Nationala (Moldova),Fonbet,142,134731.0
Soccer,Indian Super League (India),Nesine,51,134072.0
Soccer,Serie A (Brazil),Ligastavok,490,133883.0
Soccer,Liga MX (Mexico),Olimp,168,133651.0
Cricket,Cricket South Africa - International ODI,Dafabet,4,133578.0
Soccer,Copa Libertadores,William Hill,153,132956.0
Soccer,Segunda División (Spain),Mozzart,490,132519.0
Tennis,WTA 500,Betplay,272,132314.0
